failed_call_count,submitted_complaint,months_as_customer,billing_level,call_count,sms_count,plan_type,account_status,age,customer_value,target
0.4576581747835847,-0.41416705325862924,0.8651456129246321,0.1578907870130454,0.754194235414812,-0.44259752347721704,-0.24316617368640772,-0.7572850605838103,-0.11768327686607023,-0.15835894241558088,0
-0.3484920046517205,-0.41416705325862924,0.7523332551750166,-0.5469257669260662,-0.9923866577884608,-0.5118197928157318,-0.24316617368640772,1.3205067048715768,-0.7036307812621684,-0.7125769012511242,1
-0.7515670943693731,-0.41416705325862924,0.6395208974254011,0.1578907870130454,-0.6246854171140875,4.106294461625181,-0.24316617368640772,-0.7572850605838103,-0.11768327686607023,3.4267190864848036,0
-0.3484920046517205,-0.41416705325862924,0.7523332551750166,-0.5469257669260662,-0.9923866577884608,-0.5118197928157318,-0.24316617368640772,1.3205067048715768,-0.7036307812621684,-0.7125769012511242,1
-0.3484920046517205,-0.41416705325862924,-0.15016560682190755,-0.5469257669260662,-0.36729454864202626,-0.28437519356061186,-0.24316617368640772,1.3205067048715768,-0.11768327686607023,-0.40860003092098474,0
0.054583085065932124,-0.41416705325862924,-0.03735324907229202,-0.5469257669260662,-0.10990368016996502,2.8899603003912793,-0.24316617368640772,-0.7572850605838103,-0.7036307812621684,2.7516298016109233,0
-0.3484920046517205,-0.41416705325862924,0.41389618192617006,0.1578907870130454,-0.9923866577884608,-0.5118197928157318,-0.24316617368640772,-0.7572850605838103,2.81205424511442,-0.7763782816678095,0
1.26380835421889,-0.41416705325862924,-1.6167262575669092,3.6819735567086034,0.018791754066065612,0.002402779413234966,4.112414094608493,-0.7572850605838103,-0.11768327686607023,0.009506212785589515,0
-0.6172087311301556,-0.41416705325862924,0.6395208974254011,0.1578907870130454,-1.0107717198221795,-0.5315975840553074,-0.24316617368640772,-0.7572850605838103,-0.11768327686607023,-0.7495472032894771,1
-0.3484920046517205,-0.41416705325862924,0.30108382417655455,-0.5469257669260662,-0.9923866577884608,-0.5118197928157318,-0.24316617368640772,1.3205067048715768,-0.7036307812621684,-0.7125769012511242,1
0.9950916277404549,-0.41416705325862924,-0.6014150378203696,-0.5469257669260662,-0.45921985881061955,-0.274486297940824,-0.24316617368640772,1.3205067048715768,-0.11768327686607023,-0.4351050554264327,0
-0.3484920046517205,-0.41416705325862924,0.5267085396757856,-0.5469257669260662,1.250590910325216,3.3052939164223676,-0.24316617368640772,-0.7572850605838103,-0.7036307812621684,3.652705973994349,0
-1.0202838208478082,-0.41416705325862924,0.30108382417655455,-0.5469257669260662,1.1218954760891853,3.1470715865057626,-0.24316617368640772,-0.7572850605838103,-0.7036307812621684,3.4537289685998784,0
2.6073919866110655,-0.41416705325862924,0.6395208974254011,1.5675238948912689,3.0890971136970817,-0.0272639074461285,-0.24316617368640772,-0.7572850605838103,-0.11768327686607023,0.9766451069621571,0
2.6073919866110655,2.414484667797908,-0.15016560682190755,-0.5469257669260662,-0.165058866271121,-0.4524864190970048,-0.24316617368640772,1.3205067048715768,-0.11768327686607023,-0.5953132035482515,1
